merge_kecamatan
"Klaten Selatan,Klaten,Jawa Tengah"
"Umbulharjo,Yogyakarta,D I Yogyakarta"
"Kasihan,Bantul,D I Yogyakarta"
"Gunung Pati,Semarang,Jawa Tengah"
"Kramat,Tegal,Jawa Tengah"
"Poncokusumo,Malang,Jawa Timur"
"Padang,Lumajang,Jawa Timur"
"Singojuruh,Banyuwangi,Jawa Timur"
"Muncar,Banyuwangi,Jawa Timur"
"Pajarakan,Probolinggo,Jawa Timur"
"Wungu,Madiun,Jawa Timur"
"Ngawi,Ngawi,Jawa Timur"
"Mojoagung,Jombang,Jawa Timur"
"Pademawu,Pamekasan,Jawa Timur"
"Munjungan,Trenggalek,Jawa Timur"
"Plosoklaten,Kediri,Jawa Timur"
"Siman,Ponorogo,Jawa Timur"
"Waru,Sidoarjo,Jawa Timur"
"Lakarsantri,Surabaya,Jawa Timur"
"Dukun,Gresik,Jawa Timur"
"Cakranegara,Mataram,Nusa Tenggara Barat"
"Sukawati,Gianyar,Bali"
"Kuta,Badung,Bali"
"Gerung,Lombok Barat,Nusa Tenggara Barat"
"Tanjung Lubuk,Ogan Komering Ilir,Sumatera Selatan"
"Mataram,Mataram,Nusa Tenggara Barat"
"Keruak,Lombok Timur,Nusa Tenggara Barat"
"Narmada,Lombok Barat,Nusa Tenggara Barat"
"Sumbawa,Sumbawa,Nusa Tenggara Barat"
"Kopang,Lombok Tengah,Nusa Tenggara Barat"
"Janapria,Lombok Tengah,Nusa Tenggara Barat"
"Dompu,Dompu,Nusa Tenggara Barat"
"Sape,Bima,Nusa Tenggara Barat"
"Panyipatan,Tanah Laut,Kalimantan Selatan"
"Martapura,Banjar,Kalimantan Selatan"
"Tanjung,Tabalong,Kalimantan Selatan"
"Banjarmasin Selatan,Banjarmasin,Kalimantan Selatan"
"Kahu,Bone,Sulawesi Selatan"
"Hero Lange-Lange,Bulukumba,Sulawesi Selatan"
"Lili Rilau,Soppeng,Sulawesi Selatan"
"Pammana,Wajo,Sulawesi Selatan"
"Bilah Hulu,Labuhan Batu,Sumatera Utara"
"Tambusai,Rokan Hulu,Riau"
"Siantar,Simalungun,Sumatera Utara"
"Rimba Melintang,Rokan Hilir,Riau"
"Sidikalang,Dairi,Sumatera Utara"
"Minas,S I A K,Riau"
"Sumbul,Dairi,Sumatera Utara"
"Munte,Karo,Sumatera Utara"
"Kabanjahe,Karo,Sumatera Utara"
"Bangun Purba,Deli Serdang,Sumatera Utara"
"Sinembah Tanjung Muda Hilir,Deli Serdang,Sumatera Utara"
"Pandan,Tapanuli Tengah,Sumatera Utara"
"Pinang Sori,Tapanuli Tengah,Sumatera Utara"
"Ulakan Tapakis,Padang Pariaman,Sumatera Barat"
"Iv Koto,Agam,Sumatera Barat"
"Ampek Angkek,Agam,Sumatera Barat"
"Baso,Agam,Sumatera Barat"
"Koto Tangah,Padang,Sumatera Barat"
"Batang Anai,Padang Pariaman,Sumatera Barat"
"Salimpaung,Tanah Datar,Sumatera Barat"
"Payakumbuh,Lima Puluh Kota,Sumatera Barat"
"Jati Uwung,Tangerang,Banten"
"Seberang Ulu Ii,Palembang,Sumatera Selatan"
"Tanjung Pandan,Belitung,Kepulauan Bangka Belitung"
"Pangkal Balam,Pangkal Pinang,Kepulauan Bangka Belitung"
"Rangkui,Pangkal Pinang,Kepulauan Bangka Belitung"
"Taman Sari,Pangkal Pinang,Kepulauan Bangka Belitung"
"Talang Padang,Tanggamus,Lampung"
"Padang Ratu,Lampung Tengah,Lampung"
"Abung Selatan,Lampung Utara,Lampung"
"Jati Agung,Lampung Selatan,Lampung"
"Kebayoran Lama,Jakarta Selatan,Dki Jakarta"
"Semanu,Gunung Kidul,D I Yogyakarta"
"Ciledug,Tangerang,Banten"
"Cilandak,Jakarta Selatan,Dki Jakarta"
"Limo,Depok,Jawa Barat"
"Bojong Gede,Bogor,Jawa Barat"
"Tebet,Jakarta Selatan,Dki Jakarta"
"Cibeber,Cianjur,Jawa Barat"
"Bantargebang,Bekasi,Jawa Barat"
"Matraman,Jakarta Timur,Dki Jakarta"
"Pulo Gadung,Jakarta Timur,Dki Jakarta"
"Cakung,Jakarta Timur,Dki Jakarta"
"Klari,Karawang,Jawa Barat"
"Bekasi Utara,Bekasi,Jawa Barat"
"Bekasi Barat,Bekasi,Jawa Barat"
"Babelan,Bekasi,Jawa Barat"
"Way Jepara,Lampung Timur,Lampung"
"Cengkareng,Jakarta Barat,Dki Jakarta"
"Beji,Depok,Jawa Barat"
"Setu,Bekasi,Jawa Barat"
"Sawah Besar,Jakarta Pusat,Dki Jakarta"
"Cijeruk,Bogor,Jawa Barat"
"Wonogiri,Wonogiri,Jawa Tengah"
"Songgom,Brebes,Jawa Tengah"
"Cibarusah,Bekasi,Jawa Barat"
"Pandeglang,Pandeglang,Banten"
"Taman Sari,Jakarta Barat,Dki Jakarta"
"Pagedangan,Tangerang,Banten"
"Tanjung Priok,Jakarta Utara,Dki Jakarta"
"Ciasem,Subang,Jawa Barat"
"Cilincing,Jakarta Utara,Dki Jakarta"
"Cimanuk,Pandeglang,Banten"
"Pabuaran,Serang,Banten"
"Cigudeg,Bogor,Jawa Barat"
"Sukaraja,Sukabumi,Jawa Barat"
"Pacet,Cianjur,Jawa Barat"
"Ciparay,Bandung,Jawa Barat"
"Bojongsoang,Bandung,Jawa Barat"
"Banjarsari,Ciamis,Jawa Barat"
"Beber,Cirebon,Jawa Barat"
"Weru,Cirebon,Jawa Barat"
"Lemahabang,Cirebon,Jawa Barat"
"Ciledug,Cirebon,Jawa Barat"
"Babakan,Cirebon,Jawa Barat"
"Kertajati,Majalengka,Jawa Barat"
"Bantarujeg,Majalengka,Jawa Barat"
"Sukma Jaya,Depok,Jawa Barat"
"Dawuan,Majalengka,Jawa Barat"
"Cimalaka,Sumedang,Jawa Barat"
"Buahdua,Sumedang,Jawa Barat"
"Rancaekek,Bandung,Jawa Barat"
"Cikedung,Indramayu,Jawa Barat"
"Subang,Subang,Jawa Barat"
"Cijambe,Subang,Jawa Barat"
"Pasawahan,Purwakarta,Jawa Barat"
"Pangkalan,Karawang,Jawa Barat"
"Kutawaluya,Karawang,Jawa Barat"
"Lemahabang,Karawang,Jawa Barat"
"Talagasari,Karawang,Jawa Barat"
"Pedes,Karawang,Jawa Barat"
"Ciampea,Bogor,Jawa Barat"
"Ciomas,Bogor,Jawa Barat"
"Baros,Sukabumi,Jawa Barat"
"Lengkong,Bandung,Jawa Barat"
"Cikancung,Bandung,Jawa Barat"
"Harjamukti,Cirebon,Jawa Barat"
"Kramatmulya,Kuningan,Jawa Barat"
"Binangun,Cilacap,Jawa Tengah"
"Cilacap Tengah,Cilacap,Jawa Tengah"
"Bobotsari,Purbalingga,Jawa Tengah"
"Kaligondang,Purbalingga,Jawa Tengah"
"Karanganyar,Purbalingga,Jawa Tengah"
"Kota Blora,Blora,Jawa Tengah"
"Ngawen,Blora,Jawa Tengah"
"Mlonggo,Jepara,Jawa Tengah"
"Baturetno,Wonogiri,Jawa Tengah"
"Semarang Selatan,Semarang,Jawa Tengah"
"Semarang Barat,Semarang,Jawa Tengah"
"Galur,Kulon Progo,D I Yogyakarta"
"Wonosari,Gunung Kidul,D I Yogyakarta"
"Ngawen,Gunung Kidul,D I Yogyakarta"
"Kraton,Yogyakarta,D I Yogyakarta"
"Purwokerto Timur,Banyumas,Jawa Tengah"
"Kalasan,Sleman,D I Yogyakarta"
"Turi,Sleman,D I Yogyakarta"
"Babadan,Ponorogo,Jawa Timur"
"Garum,Blitar,Jawa Timur"
"Sanankulon,Blitar,Jawa Timur"
"Kesamben,Blitar,Jawa Timur"
"Gampengrejo,Kediri,Jawa Timur"
"Kepanjen,Malang,Jawa Timur"
"Singosari,Malang,Jawa Timur"
"Randuagung,Lumajang,Jawa Timur"
"Senduro,Lumajang,Jawa Timur"
"Gucialit,Lumajang,Jawa Timur"
"Ajung,Jember,Jawa Timur"
"Rogojampi,Banyuwangi,Jawa Timur"
"Besuki,Situbondo,Jawa Timur"
"Situbondo,Situbondo,Jawa Timur"
"Benowo,Surabaya,Jawa Timur"
"Babat,Lamongan,Jawa Timur"
"Bluluk,Lamongan,Jawa Timur"
"Kandat,Kediri,Jawa Timur"
"Pesantren,Kediri,Jawa Timur"
"Gurah,Kediri,Jawa Timur"
"Krembangan,Surabaya,Jawa Timur"
"Taman,Sidoarjo,Jawa Timur"
"Menganti,Gresik,Jawa Timur"
"Kenjeran,Surabaya,Jawa Timur"
"Simokerto,Surabaya,Jawa Timur"
"Maduran,Lamongan,Jawa Timur"
"Sedati,Sidoarjo,Jawa Timur"
"Tambaksari,Surabaya,Jawa Timur"
"Gondang,Tulungagung,Jawa Timur"
"Mengwi,Badung,Bali"
"Mesuji,Ogan Komering Ilir,Sumatera Selatan"
"Sambelia,Lombok Timur,Nusa Tenggara Barat"
"Lunyuk,Sumbawa,Nusa Tenggara Barat"
"Kempo,Dompu,Nusa Tenggara Barat"
"Pujut,Lombok Tengah,Nusa Tenggara Barat"
"Donggo,Bima,Nusa Tenggara Barat"
"Kelumpang Hulu,Kota Baru,Kalimantan Selatan"
"Sungai Pinang,Banjar,Kalimantan Selatan"
"Sukaraja,Bogor,Jawa Barat"
"Murung Pudak,Tabalong,Kalimantan Selatan"
"Banjarmasin Utara,Banjarmasin,Kalimantan Selatan"
"Landasan Ulin,Banjar Baru,Kalimantan Selatan"
"Bengo,Bone,Sulawesi Selatan"
"Lappariaja,Bone,Sulawesi Selatan"
"Gantarang,Bulukumba,Sulawesi Selatan"
"Lalabata,Soppeng,Sulawesi Selatan"
"Sajoanging,Wajo,Sulawesi Selatan"
"Majauleng,Wajo,Sulawesi Selatan"
"Tambusai Utara,Rokan Hulu,Riau"
"Pangkatan,Labuhan Batu,Sumatera Utara"
"Gunung Maligas,Simalungun,Sumatera Utara"
"Tapung,Kampar,Riau"
"Bangko Pusako,Rokan Hilir,Riau"
"Kandis,S I A K,Riau"
"Siempat Nempu Hulu,Dairi,Sumatera Utara"
"Parbuluan,Dairi,Sumatera Utara"
"Silahi Sabungan,Dairi,Sumatera Utara"
"Berastagi,Karo,Sumatera Utara"
"Tanjung Morawa,Deli Serdang,Sumatera Utara"
"Sibolga Sambas,Sibolga,Sumatera Utara"
"Tampan,Pekanbaru,Riau"
"Badiri,Tapanuli Tengah,Sumatera Utara"
"Sei Tualang Raso,Tanjung Balai,Sumatera Utara"
"Sei Raja,Tanjung Balai,Sumatera Utara"
"Pinggir,Bengkalis,Riau"
"Medan Deli,Medan,Sumatera Utara"
"Titi Papan,Medan,Sumatera Utara"
"Bagan Sinembah,Rokan Hilir,Riau"
"Payakumbuh Barat,Payakumbuh,Sumatera Barat"
"Banuhampu,Agam,Sumatera Barat"
"Bungursari,Purwakarta,Jawa Barat"
"Canduang,Agam,Sumatera Barat"
"Mandau,Bengkalis,Riau"
"Periuk,Tangerang,Banten"
"Sirah Pulau Padang,Ogan Komering Ilir,Sumatera Selatan"
"Teluk Gelam,Ogan Komering Ilir,Sumatera Selatan"
"Toboali,Bangka Selatan,Kepulauan Bangka Belitung"
"Plaju,Palembang,Sumatera Selatan"
"Gunung Megang,Muara Enim,Sumatera Selatan"
"Talang Kelapa,Banyu Asin,Sumatera Selatan"
"Kosambi,Tangerang,Banten"
"Cilimus,Kuningan,Jawa Barat"
"Cigandamekar,Kuningan,Jawa Barat"
"Gerunggang,Pangkal Pinang,Kepulauan Bangka Belitung"
"Anak Ratu Aji,Lampung Tengah,Lampung"
"Mesuji Raya,Ogan Komering Ilir,Sumatera Selatan"
"Anak Tuha,Lampung Tengah,Lampung"
"Abung Semuli,Lampung Utara,Lampung"
"Sukabumi,Bandar Lampung,Lampung"
"Larangan,Tangerang,Banten"
"Pancoran,Jakarta Selatan,Dki Jakarta"
"Mustikajaya,Bekasi,Jawa Barat"
"Medan Satria,Bekasi,Jawa Barat"
"Rawalumbu,Bekasi,Jawa Barat"
"Ranca Bungur,Bogor,Jawa Barat"
"Cigombong,Bogor,Jawa Barat"
"Karang Tengah,Tangerang,Banten"
"Kali Deres,Jakarta Barat,Dki Jakarta"
"Tanggungharjo,Grobogan,Jawa Tengah"
"Jambe,Tangerang,Banten"
"Tenjo,Bogor,Jawa Barat"
"Kotabaru,Karawang,Jawa Barat"
"Cipeucang,Pandeglang,Banten"
"Rumpin,Bogor,Jawa Barat"
"Cimahi Selatan,Cimahi,Jawa Barat"
"Greged,Cirebon,Jawa Barat"
"Plered,Cirebon,Jawa Barat"
"Pabuaran,Cirebon,Jawa Barat"
"Pabedilan,Cirebon,Jawa Barat"
"Purwakarta,Purwakarta,Jawa Barat"
"Tegalwaru,Karawang,Jawa Barat"
"Cibinong,Bogor,Jawa Barat"
"Cireunghas,Sukabumi,Jawa Barat"
"Cisaat,Sukabumi,Jawa Barat"
"Cikidang,Sukabumi,Jawa Barat"
"Cibeureum,Sukabumi,Jawa Barat"
"Tengah Tani,Cirebon,Jawa Barat"
"Kertanegara,Purbalingga,Jawa Tengah"
"Sagulung,B A T A M,Kepulauan Riau"
"Wanadadi,Banjarnegara,Jawa Tengah"
"Kalinyamatan,Jepara,Jawa Tengah"
"Parungponteng,Tasikmalaya,Jawa Barat"
"Ngaliyan,Semarang,Jawa Tengah"
"Tegalrejo,Magelang,Jawa Tengah"
"Tegal Timur,Tegal,Jawa Tengah"
"Tempel,Sleman,D I Yogyakarta"
